	en	pl	de	fr	zh	pt	ru	es
M02O9d	Close Tactical Map	Zamknij mapę taktyczną.	Taktische Karte schließen	Fermez la carte tactique	关闭战术地图	Fechar mapa tático.	Закройте тактическую карту.	Cerrar mapa táctico
M0210	Send recon	Wyślij Zwiad.	Aufklärung schicken.	Envoyez une reconnaissance.	派出侦察	Enviar reconhecimento.	Отправить Разведку.	Enviar Reconocimiento.
M0210d	Send the prepared Recon mission	Wyślij przygotowaną misję Zwiadu.	Entsende die vorbereitete Aufklärungsmission.	Envoyez une mission de Reconnaissance préparée.	派出准备好的侦察任务	Enviar uma missão de reconhecimento preparada.	Отправьте подготовленную миссию Разведки.	Enviar una misión de Reconocimiento preparada.
M0211	Open Tactical Map	Otwórz mapę taktyczną.	Taktische Karte öffnen.	Ouvrez la carte tactique	打开战术地图	Abrir mapa tático.	Откройте тактическую карту.	Abrir mapa táctico.
M0211d	Open Tactical Map	Otwórz mapę taktyczną.	Taktische Karte öffnen.	Ouvrez la carte tactique	打开战术地图	Abrir mapa tático.	Откройте тактическую карту.	Abrir mapa táctico.
M0212	Hoover over Recon Mission	Najedź na misję Zwiadu.	Bewege den Mauszeiger über die Aufklärungsmission.	Déplacez la souris sur la mission de Reconnaissance.	鼠标悬停在侦察任务上	Coloque o cursor sobre uma missão de reconhecimento.	Наведите курсор на миссию Разведки.	Coloque el cursor sobre la misión de Reconocimiento.
M0212d	Hoover over Recon Mission	Najedź na misję Zwiadu.	Bewege den Mauszeiger über die Aufklärungsmission.	Déplacez la souris sur la mission de Reconnaissance.	鼠标悬停在侦察任务上	Coloque o cursor sobre uma missão de reconhecimento.	Наведите курсор на миссию Разведки.	Coloque el cursor sobre la misión de Reconocimiento.
M0213	Wait for Report	Poczekaj na raport	Warte auf Bericht	Attendez le rapport.	等待报告	Espere pelo relatório	Дождитесь рапорта	Espere el informe
M0213d	Wait for mission report	Poczekaj na raport misji.	Warte auf Missionsbericht	Attendez le rapport de la mission.	等待任务报告	Espere pelo relatório da missão.	Дождитесь рапорта миссии.	Espere el informe de misión.
M0214	Close Tactical Map	Zamknij mapę taktyczną.	Taktische Karte schließen	Fermez la carte tactique	关闭战术地图	Fechar mapa tático.	Закройте тактическую карту.	Cerrar mapa táctico.
M0214d	Close Tactical Map	Zamknij mapę taktyczną.	Taktische Karte schließen	Fermez la carte tactique	关闭战术地图	Fechar mapa tático.	Закройте тактическую карту.	Cerrar mapa táctico.
M0215	Change Deck State	Przestaw stan pokładu.	Stelle Deckzustand um	Changez l’état de bord	更改甲板状态	Modifique o estado do bordo.	Измените состояние Палубы.	Cambiar de estado de la cubierta.
M0215d	Change Deck State to Recovery in Deck managment window	Przestaw stan pokładu na lądowanie w oknie zarządzania pokładem.	Stelle Deckzustand auf Landen im Deckmanagementfenster um.	Changez l’état de bord sur l’atterrissage dans la fenêtre de gestion du bord.	在甲板管理界面中将甲板状态更改为修可着陆	Modifique o estado do bordo para a aterragem na janela de gestão de bordo.	Измените состояние Палубы на приземление и в окне управления палубой.	Cambie del estado de la cubierta al aterrizaje en la ventana de gestión de cubierta.
M0216	Recover Recon mission	Odbierz misję Zwiadu.	Übernehme die Aufklärungsmission.	Récupérez la mission de Reconnaissance.	接收侦察机降落	Receber uma missão de reconhecimento.	Примите миссию Разведки.	Recibir misión de Reconocimiento.
M0216d	Recover planes sent on the recon mission	Odbierz samoloty wysłane na misję Zwiadu.	Übernehme die Flugzeuge, die von der Aufklärungsmission zurückkehren.	Récupérez les avions envoyés en mission de Reconnaissance.	接收执行侦察任务的飞机降落	Receba os aviões enviados para a missão de reconhecimento.	Примите самолеты, отправленные на миссию Разведки.	Reciba los aviones que han sido enviados a la misión de Reconocimiento.
M0217	Change Deck State	Zmień stan pokładu.	Deckzustand wechseln.	Changez l’état de bord	更改甲板状态	Modifique o estado do bordo.	Измените состояние палубы.	Cambiar de estado de cubierta.
M0217d	Change Deck State to Launching in Deck managment window	Zmień stan pokładu na startowanie w oknie zarządzania pokładem.	Stelle Deckzustand auf Starten im Deckmanagementfenster um.	Changez l’état de bord sur le décollage dans la fenêtre de gestion du bord.	在甲板管理界面中将甲板状态更改为起飞	Modifique o estado do bordo para a descolagem na janela de gestão de bordo.	Измените состояние Палубы на отправку в окне управления палубой.	Cambie del estado de la cubierta al control en la ventana de gestión de cubierta.
M0218	Recon Contact	Kontakt Zwiadu.	Kontakt mit Aufklärungstruppe.	Contact de Reconnaissance.	侦察联系	Contato da missão de reconhecimento.	Контакт Разведки.	Contacto del Reconocimiento.
M0218d	Recon visible contact	Wizualny kontakt Zwiadu.	Visueller Kontakt mit Aufklärungstruppe.	Contact de Reconnaissance Visuel.	侦察可见接触	Contato visual do reconhecimento.	Визуальный контакт Разведки.	Contacto visual del Reconocimiento.
M0219	Identify fleet	Zidentyfikuj flotę.	Identifiziere die Flotte.	Identifiez la flotte.	识别舰队	Identifique frota.	Идентифицируйте флот.	Identificar flota.
M0219d	Identify Enemy Fleet	Zidentyfikuj wrogą flotę.	Identifiziere die feindliche Flotte.	Identifiez la flotte ennemie.	识别敌人舰队	Identifique a frota inimiga.	Идентифицируйте вражеский флот.	Identifique la flota enemiga.
M0220	Enter Island View	Wejdź w widok wyspy oficerskiej.	Geh in die Ansicht der Offizierinsel.	Entrez dans la vue de l’île des officiers.	切换成作战指挥部视图	Entre na vista de Ilha de Oficiais.	Войдите в режим просмотра офицерского острова.	Entre en la vista de isla de oficiales.
M0220d	Click on the Island to enter Island View	Kliknij na wyspę aby przejść do widoku wyspy oficerskiej.	Klicke die Insel an, um zur Ansicht der Offizierinsel zu kommen.	Cliquez sur l’île pour passer à la vue de l’île des officiers.	点击作战指挥部视图	Faça clique na ilha para passar à vista da Ilha de Oficiais.	Нажмите на остров, чтобы перейти в режим просмотра офицерского острова.	Haga clic para entrar en la vista de isla de oficiales.
M0221	Toggle switch in Flag Plotting Room	Przestaw przełącznik w pokoju rozpoznania.	Stelle den Schalter im Erkundungsraum um.	Tournez l’interrupteur dans la salle de reconnaissance.	旗标室的选择行动按钮	Mova o selecionador na sala de reconhecimento.	Измените положение переключателя в помещении разведки.	Ponga el seleccionador en la sala de reconocimiento.
M0221d	Toggle 2xAirstrike switch in Flag Plotting Room	Przestaw przełącznik na 2x Nalot w pokoju rozpoznania.	Stelle den Schalter im Erkundungsraum auf 2x Luftangriff um.	Mettez l’interrupteur en 2x raid aérien dans la salle de reconnaissance.	在旗标室切换 2x 空袭	Mova o selecionador para 2x Ataque aéreo na sala de reconhecimento.	Измените положение переключателя в помещении разведки на 2x Авиаудар.	Ponga el seleccionador en 2x Ataque aéreo en la sala de reconocimiento.
M0222	Change Deck State	Zmień stan pokładu.	Deckzustand wechseln.	Changez l’état de bord	更改甲板状态	Modifique o estado do bordo.	Измените состояние палубы.	Cambiar de estado de cubierta.
M0222d	Change Deck State to Launching in Deck managment window	Przestaw przełącznik w pokoju rozpoznania na 2x Zwiad.	Stelle Deckzustand auf Starten im Deckmanagementfenster um.	Changez l’état de bord sur le décollage dans la fenêtre de gestion du bord.	在甲板管理界面中将甲板状态更改为起飞	Modifique o estado do bordo para a descolagem na janela de gestão de bordo.	Измените положение переключателя в помещении разведки на 2x Разведка.	Ponga el seleccionador en la sala de reconocimiento 2xRecon.
M0223	Create Airstrike Mission	Utwórz misję Nalotu.	Kreiere die Mission Luftangriff.	Créez mission de Raid aérien.	创建空袭任务	Crie uma missão de ataque aéreo.	Создайте миссию Авиаудара.	Crear misión de Ataque aéreo.
M0223d	Start Planning the Airstrike Mission	Zaplanuj misję Nalotu.	Plane die Mission Luftangriff.	Planifiez mission de Raid aérien.	开始计划空袭任务	Planifique uma missão de ataque aéreo.	Запланируйте миссию Авиаудара.	Planificar misión de Ataque aéreo.
M0224	Create Attack Strategy	Utwórz strategię ataku.	Entwickle die Angriffsstrategie.	Créez une stratégie de l’attaque.	创建攻击策略	Crie uma estratégia de ataque.	Создайте стратегию наступления.	Crear estrategia de ataque.
M0224d	Create a Strategy fo our Attack	Utwórz strategię naszego ataku.	Entwickle die Strategie unseres Angriffs.	Créez la stratégie de notre attaque.	为我们的攻击制定策略	Crie uma estratégia do nosso ataque.	Создайте стратегию нашего наступления.	Crear estrategia de nuestro ataque.
M0225	Set Plane Recovery Spot	Wybierz punkt odbioru samolotów.	Wähle den Punkt für die Flugzeugübernahme.	Choisissez le point de récupération des avions.	设置飞机着陆点	Selecione um ponto de receção de aviões.	Выберите пункт принятия самолетов.	Seleccionar el punto de recepción de los aviones.
M0225d	Click on the Carrier to order planes to return to this point	Kliknij na lotniskowiec by wydać rozkaz powrotu samolotów w to miejsce.	Klicke den Flugzeugträger an, um den Befehl zur Rückkehr der Flugzeuge zu diesem Ort zu erteilen.	Cliquez sur le porte-avions pour donner l’ordre de retour des avions dans cet endroit.	点击航母可以指导飞机返回此点	Faça um clique para emitir a ordem de volta dos aviões a este lugar.	Нажмите на авианосец, чтобы отдать приказ возвращения самолетов в это место.	Haga clic en el portaaviones para emitir la orden de vuelta de aviones al mismo lugar.
M0226	Call planes on deck	Wystaw samoloty na pokład.	Stelle die Flugzeuge aufs Deck.	Positionnez les avions sur le bord.	在甲板上呼叫飞机	Coloque dois aviões no bordo.	Выставите самолеты на палубу.	Coloque los aviones en la cubierta.
M0226d	Call for apropariate	Wystaw odpowiednie samoloty do utworzonej strategii nalotu.	Stelle die für die entwickelte Strategie entsprechenden Flugzeuge aus.	Positionnez les avions convenables pour la stratégie de raid aérien créée.	将适当的飞机插入到创建的突袭策略中。	Coloque os aviões adequados para a estratégia de ataque criada.	Выставите самолеты, соответствующие созданной стратегии авиаудара.	Coloque los aviones adecuados en la estrategia de ataque aéreo creada.
M0227	Launch Airstrike mission	Wyślij misję Nalotu.	Entsende die Mission Luftangriff.	Envoyez mission de Raid aérien.	执行空袭起飞任务	Envie uma missão de ataque aéreo.	Отправьте миссию Авиаудара.	Enviar misión de Ataque aéreo.
M0227d	Launch the prepared Airstrike mission	Wyślij wcześniej przygotowaną misję Nalotu.	Entsende die zuvor vorbereitete Mission Luftangriff.	Envoyez antérieurement la mission de Raid aérien préparée.	对准备好的空袭任务执行起飞操作	Envie uma missão de ataque aéreo preparada anteriormente.	Отправьте ранее подготовленную миссию Авиаудара.	Enviar la misión de Ataque aéreo preparada anteriormente.
M0228	Recover Airstrike Mission	Odbierz misję Nalotu.	Übernehme die Mission Luftangriff.	Récupérez mission de Raid aérien.	撤回空袭任务	Receba uma missão de ataque aéreo.	Примите миссию Авиаудара.	Recibir misión de Ataque aéreo.
M0228d	Recover planes sent on the airstrike mission	Odbierz samoloty wysłane na misję Nalotu.	Übernehme die Flugzeuge, die von der Mission Luftangriff zurückkehren.	Récupérez les avions envoyés en mission de Raid aérien.	撤回执行空袭任务的飞机	Receba os aviões enviados para a missão de ataque aéreo.	Примите самолеты, отправленные на миссию Авиаудара.	Reciba los aviones que han sido enviados a la misión de Ataque aéreo.
M0229	Recon Contact	Kontakt Zwiadu.	Kontakt mit Aufklärungstruppe.	Contact de Reconnaissance.	侦察联系	Contato da missão de reconhecimento.	Контакт Разведки.	Contacto del Reconocimiento.
M0229d	Recon visible contact	Wizualny kontakt Zwiadu.	Visueller Kontakt mit Aufklärungstruppe.	Contact de Reconnaissance Visuel.	侦察可见接触	Contato visual do reconhecimento.	Визуальный контакт Разведки.	Contacto visual del Reconocimiento.
M0230	Identify fleet	Zidentyfikuj flotę.	Identifiziere die Flotte.	Identifiez la flotte.	识别舰队	Identifique frota.	Идентифицируйте флот.	Identificar flota.
M0230d	Identify Enemy Base	Zidentyfikuj bazę wroga.	Identifiziere den Stützpunkt des Feindes.	Identifiez la base de l’ennemie.	识别敌人基地	Identifique a base do inimigo.	Идентифицируйте базу врага.	Identifique la base del enemigo.
M0231	Create Airstrike Mission	Utwórz misję Nalotu.	Kreiere die Mission Luftangriff.	Créez mission de Raid aérien.	创建空袭任务	Crie uma missão de ataque aéreo.	Создайте миссию Авиаудара.	Crear misión de Ataque aéreo.
M0231d	Start Planning the Airstrike Mission	Zaplanuj misję Nalotu.	Plane die Mission Luftangriff.	Planifiez mission de Raid aérien.	开始计划空袭任务	Planifique uma missão de ataque aéreo.	Запланируйте миссию Авиаудара.	Planificar misión de Ataque aéreo.
M0232	Create Attack Strategy	Utwórz strategię ataku.	Entwickle die Angriffsstrategie.	Créez une stratégie de l’attaque.	创建攻击策略	Crie uma estratégia de ataque.	Создайте стратегию наступления.	Crear estrategia de ataque.
M0232d	Create a Strategy fo our Attack	Utwórz strategię naszego ataku.	Entwickle die Strategie unseres Angriffs.	Créez la stratégie de notre attaque.	为我们的攻击制定策略	Crie uma estratégia do nosso ataque.	Создайте стратегию нашего наступления.	Crear estrategia de nuestro ataque.
M0233	Call planes on deck	Wystaw samoloty na pokład.	Stelle die Flugzeuge aufs Deck.	Positionnez les avions sur le bord.	在甲板上呼叫飞机	Coloque dois aviões no bordo.	Выставите самолеты на палубу.	Coloque los aviones en la cubierta.
M0233d	Call for apropariate	Wystaw odpowiednie samoloty do utworzonej strategii nalotu.	Stelle die für die entwickelte Strategie entsprechenden Flugzeuge aus.	Positionnez les avions convenables pour la stratégie de raid aérien créée.	将适当的飞机插入到创建的突袭策略中。	Coloque os aviões adequados para a estratégia de ataque criada.	Выставите самолеты, соответствующие созданной стратегии авиаудара.	Coloque los aviones adecuados en la estrategia de ataque aéreo creada.
M0234	Launch Airstrike mission	Wyślij misję Nalotu.	Entsende die Mission Luftangriff.	Envoyez mission de Raid aérien.	起飞空袭任务	Envie uma missão de ataque aéreo.	Отправьте миссию Авиаудара.	Enviar misión de Ataque aéreo.
M0234d	Launch the prepared Airstrike mission	Wyślij wcześniej przygotowaną misję Nalotu.	Entsende die zuvor vorbereitete Mission Luftangriff.	Envoyez antérieurement la mission de Raid aérien préparée.	起飞准备好的空袭任务	Envie uma missão de ataque aéreo preparada anteriormente.	Отправьте ранее подготовленную миссию Авиаудара.	Enviar la misión de Ataque aéreo preparada anteriormente.
M0235	Recover Airstrike Mission	Odbierz misję Nalotu.	Übernehme die Mission Luftangriff.	Récupérez mission de Raid aérien.	撤回空袭任务	Receba uma missão de ataque aéreo.	Примите миссию Авиаудара.	Recibir misión de Ataque aéreo.
M0235d	Recover planes sent on the airstrike mission	Odbierz samoloty wysłane na misję Nalotu.	Übernehme die Flugzeuge, die von der Mission Luftangriff zurückkehren.	Récupérez les avions envoyés en mission de Raid aérien.	撤回执行空袭任务的飞机	Receba os aviões enviados para a missão de ataque aéreo.	Примите самолеты, отправленные на миссию Авиаудара.	Reciba los aviones que han sido enviados a la misión de Ataque aéreo.
