	en	pl	de	fr	zh	pt	ru	es
PP134.3Desc	Air: Grants additional $1% efficiency when assigned to the Air Department.	Lotnictwo. Zapewnia dodatkowe $1% wydajności po przydzieleniu do Działu Lotniczego.	Luftfahrt. Sichert zusätzliche $1% der Effektivität nach der Zuteilung zur Luftabteilung.	Aviation. Assure $1 % de l’efficacité supplémentaire lors de l’affectation à la Division de l’Aviation.	空军：分配给空军部门后效率提高了 $1%。	Aviação. Oferece $1% adicional do rendimento depois de incorporar ao Departamento aéreo.	Авиация. Предоставляет дополнительные $1% производительности при назначении в Авиационное Отделение.	Flota aérea. Garantiza el $1 % adicional de eficiencia después de asignarse al Departamento aéreo.
PP134.4Desc	Medical: Grants additional $1% efficiency when assigned to the Medical Department.	Komunikacja. Zapewnia dodatkowe $1% wydajności po przydzieleniu do Działu Medycznego.	Kommunikation. Sichert zusätzliche $1% der Effektivität bei der Zuteilung zur Medizinischen Abteilung.	Communication. Assure $1 % de l’efficacité supplémentaire lors de l’affectation à la Division Médicale.	通信：分配给通信部门后效率提高了 $1%。	Comunicação. Oferece $1% adicional do rendimento depois de incorporar do Departamento médico.	Связь. Предоставляет дополнительные $1% производительности при назначении в Медицинское Отделение.	Comunicación. Garantiza el $1 % adicional de eficiencia después de asignarse al Departamento Médico.
PP134.5Desc	Engineering: Grants additional $1% efficiency when assigned to the Engineering Department.	Inżynieria. Zapewnia dodatkowe $1% wydajności po przydzieleniu do Działu Inżynierii.	Ingenieurwesen. Sichert zusätzliche $1% der Effektivität nach der Zuteilung zur Ingenieurabteilung.	Ingénierie. Assure $1 % de l’efficacité supplémentaire lors de l’affectation à la Division d’Ingénierie.	工程：分配到工程部门后效率提高了 $1%。	Engenheiro. Oferece $1% adicional do rendimento depois de incorporar ao Departamento de engenharia.	Инженерия. Предоставляет дополнительные $1% производительности при назначении в Инженерное Отделение.	Ingeniería. Garantiza el $1 % adicional de eficiencia después de asignarse al Departamento ingeniería.
PP134.6Desc	Navigation: Grants additional $1% efficiency when assigned to the Navigation Department.	Nawigacja. Zapewnia dodatkowe $1% wydajności po przydzieleniu do Działu Nawigacji.	Navigation. Sichert zusätzliche $1% der Effektivität nach der Zuteilung zur Navigationsabteilung.	Navigation. Assure $1 % de l’efficacité supplémentaire lors de l’affectation à la Division de Navigation..	导航：分配到导航部门后效率提高了 $1%。	Navegação. Oferece $1% adicional do rendimento depois de incorporar ao Departamento de navegação.	Навигация. Предоставляет дополнительные $1% производительности при назначении в Навигационное Отделение.	Navegación. Garantiza el $1 % adicional de eficiencia después de asignarse al Departamento de navegación.
PP134.7Desc	Lone Wolf: Grants additional $1% efficiency when assigned to a department by itself.	Samotnik. Zapewnia dodatkowe $1% wydajności podczas samotnej pracy w dowolnym dziale.	Einzelgänger. Sichert zusätzliche $1% der Effektivität bei einsamer Arbeit in beliebiger Abteilung.	Loup solitaire. Assure $1 % de l’efficacité supplémentaire lors d’un fonctionnement solitaire au sein de chaque division.	独狼人员：单独分配给一个部门后效率提高 $1%。	Lobo solitário. Oferece $1% adicional do rendimento durante um trabalho solitário em qualquer departamento.	Одинокий волк. Предоставляет дополнительные $1% производительности во время работы в одиночестве в любом отделении.	Solitario. Garantiza el $1 % adicional de eficiencia durante un trabajo solitario en cualquier departamento.
PP134.8Desc	Team Player: Grants additional $1% efficiency when assigned to a department in which all the slots are filled.	Gracz zespołowy. Przyznaje dodatkowe $1% wydajności przy przydzieleniu do działu, w którym wszystkie stanowiska są zajęte.	Teamplayer. Vergibt zusätzliche $1% der Effektivität nach der Zuteilung zu einer Abteilung, in welcher alle Posten schon besetzt sind.	Joueur d’équipe. Assure $1 % de l’efficacité supplémentaire lors de l’affectation à une division au sein de laquelle tous les postes sont occupés.	团队协作者：分配到一个没有空缺都的部门后效率提高 $1%。	Jogador em equipa. Oferece $1% adicional do rendimento ao incorporar ao um departamento onde todas as vagas estão ocupadas.	Командный игрок. Предоставляет дополнительные $1% производительности при назначении в отделение, в котором все места уже заняты.	Jugador en equipo Garantiza el $1 % adicional de eficiencia después de asignarse al Departamento, donde todos los lugares están ocupados.
PP134.9Desc	Generalist: Grants additional $1% efficiency when assigned to any department.	Wszechstronny. Przyznaje dodatkowe $1% wydajności przy przydzieleniu do dowolnego działu.	Allrounder. Vergibt zusätzliche $1% der Effektivität nach der Zuteilung zur beliebigen Abteilung.	Général. Assure $1 % de l’efficacité supplémentaire lors de l’affectation à toute division.	通才：分配到任何部门后效率提高 $1%。	Polifacético. Oferece $1% adicional do rendimento depois de incorporar a qualquer departamento.	Всесторонний. Предоставляет дополнительные $1% производительности при назначении в любое отделение.	Versátil Garantiza el $1 % adicional de eficiencia después de asignarse a cualquier departamento.
PP137.A10Desc	Instantly repair two damaged squadrons (at random).	Natychmiast napraw 2 losowe uszkodzone eskadry.	Repariere sofort 2 zufällige beschädigte Geschwader.	Réparez immédiatement 2 escadrons endommagés aléatoirement.	用于立即修复 2 个随机损坏的中队	Repare imediatamente e de maneira aleatória 2 esquadrões danificados.	Срочно отремонтируйте 2 случайные поврежденные эскадрильи.	Repara inmediatamente 2 escuadras dañadas aleatorias.
PP137.A10Title	Instant Plane Repair	Natychmiastowa naprawa samolotów	Sofortige Flugzeugreparatur	Réparation immédiate des avions	即时修复	Reparação imediata de aviões	Срочный ремонт самолетов	Reparación inmediata de aviones
PP137.A11Desc	Choose an escort ship to carry out repairs, regaining 1 Durability point.	Wybierz statek z eskorty, by przywrócić mu 1 punkt wytrzymałości.	Wähle ein Schiff aus dem Geleitschutz um ihm 1 Punkt der Widerstandskraft erneut zuzuteilen.	Choisissez un navire de l’escorte pour lui redonner 1 point de résistance.	选择一艘护航舰并修复它以获得 1 个点的耐久度。	Selecione um navio da escolta para lhe restabelecer 1 ponto de resistência.	Выберите корабль из эскорта, чтобы вернуть ему 1 пункт выносливости.	Seleccione un buque de la escolta para devolverle 1 punto de resistencia.
PP137.A11Title	Escort Ship Repair	Naprawa Statku Eskorty	Reparatur des Geleitschutz-Schiffs	Réparation du Navire de l’Escorte	修理护航舰	Reparação do navio de escolta	Ремонт Корабля Эскорта	Reparación de un Buque de Escolta
PP137.A12Desc	Form a temporary DC team. Your fleet stops still for the Duration period.	Uzyskaj tymczasowy zespół Brygady Naprawczej. Grupa uderzeniowa zatrzymuje się na czas trwania rozkazu.	Bekomme ein vorläufiges Reparaturbrigaden-Team. Die Sturmgruppe hält für die Dauer des Befehls an.	Formez une équipe temporaire de Brigade de Réparation. Le groupe aéronaval s’arrête pour la durée de l’ordre.	获得一个临时的维修小队， 攻击小队在此期间停止行动。	Obtenha um grupo temporário de Brigada de reparação. O grupo de ataque pára durante a vigência da ordem.	Получите временную команду Ремонтной Бригады. Ударная группа приостанавливает работу на время действия приказа.	Gane un Equipo de Reparación temporal. El Equipo de ataque para durante la vigencia de la orden.
PP137.A12Title	Extra DC team	Dodatkowa Brygada Naprawcza.	Zusätzliche Reparaturbrigade.	Une Brigade de Réparation supplémentaire.	额外的维修人员	Brigada de reparação adicional.	Дополнительная Ремонтная Бригада.	Equipo de Reparación adicional
PP137.A13Desc	+2 DEF for all your maneuvers during your next airstrike against an enemy base within 500 miles.	Następny nalot przeciwko wybranej bazie wroga w zasięgu 500 mil dostaje bonus +2 obrony do wszystkich manewrów.	Der nächste Luftangriff auf den gewählten Stützpunkt des Feindes in einem Radius von 500 Meilen bekommt Bonus +2 Verteidigung für alle Manöver.	Un bonus + 2 défenses pour toutes les manœuvres pour un raid aérien suivant contre une base ennemie choisie à la portée de 500 lieues.	下次对 500 英里内选定的敌方基地进行空袭时， 所有操作都会获得 +2 防御力。	Seguinte ataque aéreo contra a base inimiga selecionada dentro das 500 milhas obterá um bónus +2 na defesa de todas as manobras.	Следующий авиаудар против выбранной вражеской базы в радиусе 500 миль получает бонус +2 защиты ко всем маневрам.	El siguiente ataque aéreo contra la base de enemigo elegida dentro de 500 millas recibirá un bonus de +2 a la defensa de todas las maniobras.
PP137.A13Title	Airstrike Cover	Osłona Nalotu	Deckung des Luftangriffs	Couverture du raid aérien	空袭掩护	Defesa do ataque aéreo	Прикрытие Авиаудара	Defensa del Ataque aéreo
PP137.A14Desc	The first attack (during the Duration period) against the carrier will be redirected to a random escort ship.	Podczas trwania efektu pierwszy atak na lotniskowiec zostanie przekierowany na eskortę.	Während der Dauer des Effekts wird der erste Angriff auf den Flugzeugträger auf den Begleitschutz umgeleitet.	La première attaque sur le porte-avion pendant la durée de l’opération sera redirigée vers l’escorte.	在战斗期间对航母的第一次攻击会被转移到护航的船只。	Durante a vigência do efeito, o primeiro ataque ao porta-aviões será desviado até à escolta.	Во время действия эффекта первый удар на авианосец будет перенаправлен на эскорт.	Durante el ataque aéreo, el primer ataque al portaaviones será redirigido a la escolta.
PP137.A14Title	Ricochet	Rykoszet	Querschläger	Rebond	转移攻击目标	Ricochete	Рикошет	Rebote
PP137.A15Desc	End the cooldown period for all slots in the Anti-Aircraft Dept.	Odnów użycie dział przeciwlotniczych.	Erneuere die Verwendung der Flugabwehrgeschütze.	Renouvelez l’utilisation de l’artillerie anti-aérienne.	更新防空炮的冷却时间。	Renove a participação de canhões antiaéreos.	Возобновите использование противовоздушных отделений.	Renueve la utilización de los cañones antiaéreos.
PP137.A15Title	Refresh AA	Odnowienie dział przeciwlotniczych	Erneuerung der Flugabwehrgeschütze	Renouvellement de l’artillerie anti-aérienne.	重新装填防空炮	Renovação dos canhões antiaéreos	Возобновление противовоздушных отделений	Renovación de los cañones antiaéreos
PP137.A16Desc	Increase radar range by 100 miles.	Zwiększ zasięg radaru o 100 mil.	Erhöhe den Aktionsradius des Radars um 100 Meilen.	Augmentez la portée du radar de 100 lieues.	将雷达范围增加 100 英里。	Aumente o alcance do radar em 100 milhas.	Увеличьте дальность действия радара на 100 миль.	Aumente el alcance del radar en 100 millas.
PP137.A16Title	Radar Improvement	Zwiększony zasięg radarów	Erhöhter Aktionsradius des Radars	La portée de radars augmentée	视野增加	Alcance aumentado de radares	Увеличенная дальность действия радаров	Alcance aumentado de radares
PP137.A17Desc	Sink a random cargo ship from a selected enemy fleet within 500 miles (after the order’s Duration period).	Zatop losowy transportowiec z wybranej floty w zasięgu 500 mil po zakończeniu działania rozkazu.	Versenke ein zufälliges Transportschiff der gewählten Flotte in einem Radius von 500 Meilen nach Beendigung des Befehls.	Faites coulez un navire de transport aléatoire de la flotte choisie à la portée de 500 lieues après la période de l’ordre.	在500 英里内选定敌方舰队并击沉其中一艘货船。	Afunde um transportador aleatório da frota selecionada dentro de 500 milhas depois da finalização da ordem.	Потопите случайный войсковой транспорт из выбранного флота в радиусе 500 миль после окончания действия приказа.	Hunda un transportador aleatorio de la flota elegida dentro de las 500 millas después de que termine la vigencia de la orden.
PP137.A17Title	Cargo Sinking	Zatopienie zaopatrzeniowca	Versenkung des Versorgungsschiffs	Naufrage d’un navire d’approvisionnement	击沉货船	Afundamento de um navio de abastecimento	Потопление судна обеспечения	Hundimiento del buque de suministro
PP137.A18Desc	Select an escort ship to reduce its remaining cooldown period by half.	Wybierz statek z eskorty by skrócić pozostały czas odnowienia jego zdolności o połowę.	Wähle ein Schiff aus dem Geleitschutz, um die verbleibende Zeit der Erneuerung seiner Fähigkeit um die Hälfte zu kürzen.	Choisissez un navire de l’escorte pour réduire le temps restant pour le renouvellement de la moitié de ses capacités.	选择一艘护航舰以将其剩余冷却时间减半。	Selecione um navio da escolta para abreviar em metade o tempo restante para a renovação das suas capacidades.	Выберите корабль из эскорта, чтобы вдвое сократить время его восстановления.	Seleccione el buque de la escolta para acortar el tiempo hasta la renovación de su capacidad en mitad.
PP137.A18Title	Reduce Cooldown	Skrócenie Odnowienia	Verkürzung der Erneuerung	Réduction de Renouvellement	减少冷却时间	Abreviação da renovação	Сокращение Восстановления.	Tiempo de renovación reducido
PP137.A1Desc	Use this ship as a decoy. Your fleet will be undetected for the Duration period. (Cannot be used during incoming attacks.)	Wyślij ten statek jako wabik. Twoja grupa uderzeniowa będzie traktowana jako niewykryta podczas trwania efektu. Może być użyte jeśli nie ma nadchodzących ataków.	Schicke dieses Schiff als Lockvogel. Deine Sturmgruppe wird als unentdeckt während der Dauer des Effekts behandelt. Kann verwendet werden, wenn es kein Angriffsrisiko gibt.	Envoyez ce navire comme un leurre. Votre groupe aéronaval sera traité comme non repéré pendant la durée de l’opération. Impossible d’utiliser en absence des attaques imminentes.	把这艘船作为诱饵。 在此期间， 您的攻击群不会被发现。 只能在没有来袭攻击时使用。	Envie este navio como um engodo. O seu grupo de ataque será tratado como não detetado durante a vigência do efeito. Pode ser utilizado quando não haja ataques a chegar.	Используйте этот корабль в качестве приманки. Ваша ударная группа будет считаться не обнаруженной во время действия эффекта. Может быть использовано, если нет входящих атак.	Enviar este buque como cebo. Su grupo de ataque será tratado como no detectado durante la vigencia de este efecto. Puede ser utilizado si no hay ataques inminentes.
PP137.A1Title	Decoy	Przynęta	Köder	Leurre	诱饵	Isca	Приманка	Cebo
PP137.A2Desc	Replenish 2 squadrons of a chosen type. Can be used $1 time(s) between each visit to Pearl Harbor.	Uzupełnij 2 eskadry wybranego typu. Może być użyty $1 razy pomiędzy kolejnymi wizytami w Pearl Harbor.	Ergänze 2 Staffeln des gewählten Typs Kann $1 Mal zwischen den weiteren Besuchen in Pearl Harbor verwendet werden.	Complétez 2 escadres d’un type sélectionné. Possibilité d’une seule utilisation $1 entre les visites suivante à Pearl Harbor.	补充 2 架所选中队类型的飞机。 每个任务可用 1 次。	Complemente 2 esquadras de um tipo selecionado. Pode ser utilizado $1 vezes entre as consequentes visitas em Pearl Harbor.	Пополните две эскадрильи выбранного типа. Может быть применено $1 раз перед каждым посещением Перл-Харбора.	Complementar 2 escuadras del tipo seleccionado. Puede ser utilizado $1 veces entre las visitas consecutivas a Pearl Harbor.
PP137.A2Title	Replenish Squadrons	Uzupełnij Eskadry 	Ergänze Geschwader	Complétez les Escadrons	补充中队	Complemente esquadrões	Пополните Эскадрильи 	Complementar Escuadras 
PP137.A3Desc	Incoming attacks on your escort will cause no damage (throughout the Duration period).	Wprowadź strategię obronną, aby chronić swoją eskortę. Podczas trwania, ataki nie spowodują zniszczeń eskorty.	Führe eine Verteidigungsstrategie ein, um deine Flotte zu schützen. Das blockiert alle Angriffe für die Dauer des Befehls.	Mettez en place une stratégie de défense pour défendre votre flotte. Bloque toutes les attaques pendant la durée de l’opération.	将您的攻击群重新定位到安全位置， 在此期间可阻挡任何攻击。	Introduza uma estratégia defensiva para proteger a sua frota. Bloqueia todos os ataques durante a vigência da ordem.	Примените оборонительную стратегию для защиты своего флота. Это блокирует все наступления на время действия приказа.	Introducir estrategia defensiva para proteger la flota. Bloquea todos los ataques durante la vigencia de la orden.
PP137.A3Title	Defensive Strategy	Strategia Defensywna	Defensivstrategie	Stratégie défensive	防守策略	Estratégia defensiva	Оборонительная стратегия	Estrategia defensiva
PP137.A4Desc	Add 2 to the Defense value of the carrier or your escort.	Dodaj 2 punkty obrony do lotniskowca lub eskorty.	Addiere 2 Verteidigungspunkte zum Flugzeugträger oder Geleitschutz.	Ajoute 2 points de défense au porte-avion ou à l’escorte.	为您的航母或护航人员增加 2 点防御力。	Adicione 2 pontos de defesa a um porta- aviões ou uma escolta.	Добавьте 2 пункта обороны к авианосцу или эскорту.	Añadir 2 puntos a la defensa del portaaviones o de la escolta.
PP137.A4Title	Increased Defense	Zwiększenie Obrony	Verstärkung der Verteidigung	Renforcement de la Défense	增加防御力	Aumento da defesa	Увеличение Обороны	Aumento de la Defensa
PP137.A5Desc	Block submarine attacks for the Duration period.	Blokuj ataki łodzi podwodnych podczas trwania efektu.	Blockiere den Angriff der U-Boote während der Dauer des Effekts.	Blocage des attaques des sous-marins pendant la durée de l’opération.	在此期间可屏蔽潜艇的攻击。	Bloqueie ataque de submarinos durante a vigência do efeito.	Блокируйте атаки подводных лодок во время действия эффекта.	Bloquear ataques de submarinos durante la vigencia del efecto.
PP137.A5Title	Torpedo Defense	Blokowanie Torped	Blockieren der Torpedos	Blocage des torpilles	屏蔽鱼雷	Bloqueio de torpedos	Блокирование Торпед	Bloqueo de los torpedos
PP137.A6Desc	Increase your radar range by 200 miles (for the Duration period).	Zwiększ zasięg radaru o 200 mil.	Erhöhe den Aktionsradius des Radars um 200 Meilen.	Augmentez la portée du radar de 200 lieues.	将雷达范围增加 200 英里。	Aumente o alcance do radar em 200 milhas.	Увеличьте дальность действия радара на 200 миль.	Aumentar el alcance del radar en 200 millas.
PP137.A6Title	Radar Boost	Wzmocnienie radarów.	Verstärkung der Radare.	Renforcement des radars.	视野增加	Fortalecimento de radares	Усиление радаров.	Refuerzo de los radares.
PP137.A7Desc	Use a CAP mission to increase the Defense value of both your carrier and escort without using squadrons from your hangar.	Użyj misji BPP, aby zwiększyć wartość obrony swojego lotniskowca i eskorty bez użycia eskadr z hangaru.	Verwende die Mission KLP um den Wert der Verteidigung deines Flugzeugträgers und Geleitschutzes ohne die Verwendung der Staffeln aus dem Hangar zu erhöhen.	Utilisez la mission PAC pour augmenter la valeur de la défense de votre porte-avion et de l’escorte sans utiliser les escadres de hangar.	下达空中巡逻任务的指令可以保卫您的攻击群， 将会 +2 航母防御和 +2 护航防御。 不使用机库中的飞行中队。	Utilize uma missão PAC para aumentar o valor da defesa do seu porta-aviões e a escolta sem utilizar as esquadras no hangar.	Используйте миссию БВП, чтобы повысить обороноспособность своего авианосца и эскорта, не используя эскадрильи из ангара.	Utilice la misión GAA para aumentar el valor de la defensa de su portaaviones y de la escolta sin utilizar las escuadras del hangar.
PP137.A7Title	Free CAP	Darmowy BPP	Kostenlose KLP	PAC gratuit	执行空中巡逻任务	PAC gratuito.	Бесплатный БВП	GAA gratis
PP137.A8Desc	Intercept enemy scouts to retain or regain your undetected status, without using squadrons from your hangar.	Przechwyć wrogich zwiadowców, aby zachować lub odzyskać status niewykrytego, bez użycia eskadr z hangaru.	Fange feindliche Aufklärer ab um den Status des Unentdeckten aufrechterhalten oder zurückzubekommen, ohne die Staffeln aus dem Hangar zu nutzen.	Interceptez les éclaireurs ennemis pour maintenir ou récupérer le statut non repéré sans utiliser les escadres de hangar.	下达反侦察任务的指令， 不使用机库中的中队	Capture os rangers inimigos para manter ou recuperar o estatuto de não detetado sem utilizar as esquadras no hangar.	Перехватите вражеских разведчиков, чтобы сохранить или восстановить статус не обнаруженного, не используя эскадрильи из ангара.	Interceptar los exploradores enemigos para mantener o recuperar el estado de no detectado sin utilizar las escuadras del hangar.
PP137.A8Title	Free Counter Scouts	Przechwycenie Zwiadowców	Abfangen der Aufklärer	Interception des Éclaireurs	反侦察任务	Capturamento de rangers	Перехват Разведчиков	Interceptación del Grupo de reconocimiento
PP137.A9Desc	Send this carrier away to pick up returning squadrons (for delivery to the aircraft carrier after the Duration period).	Wyślij ten lotniskowiec by odebrał wracające eskadry - automatycznie zostaną dostarczone do głównego lotniskowca po zakończeniu rozkazu.	Entsende diesen Flugzeugträger, damit er die zurückkehrenden Geschwader übernimmt - sie werden automatisch an den Hauptflugzeugträger nach Beendigung des Befehls geleitet.	Envoyez ce porte-avion pour récupérer les escadrons revenons - ils seront automatiquement livrés sur le porte-avion principal une fois l’opération est terminé.	将这艘航空母舰送去接回处于返回途中的中队， 它们将在之后自动交付给您的航空母舰。	Envie este porta-aviões para que recolhe os esquadrões a voltarem. De maneira automática, serão fornecidos ao porta-aviões principal depois de finalizar a ordem.	Отправьте этот авианосец забрать возвращающиеся эскадрильи – они будут автоматически доставлены на главный авианосец после выполнения приказа. Дальность действия 500 миль. Можно использовать на эскадрильях со временем приема более 2 часов.	Envíe este portaaviones para que reciban las escuadras volviendo, las cuales se entregarán automáticamente al portaaviones principal después de la vigencia de la orden. Alcance de recepción 500 millas. Se pueden utilizar las escuadras con el tiempo de recepción de más de 2 horas.
PP137.A9Title	Remote Pick-Up	Zdalny Odbiór	Fernübernahme	Récupération à distance	远程接回中队	Receção à distância	Удаленный Прием	Recepción a distancia
PP155	Unknown Object	Nieznany obiekt	Unbekanntes Objekt	Objet inconnu	未知物体	Objeto desconhecido	Неизвестный объект	Objeto desconocido
PP155Desc	(Report out of date.)	(Raport nieaktualny.)	(Bericht nicht aktuell)	(Rapport non mis à jour)	报告已过期。	(Relatório vencido.)	(Рапорт устарел.)	(Informe desactualizado)
PP156.1	Repaired in: $1	Naprawione za: $1	Repariert für: $1	Réparé pour : $1	维修费用：$1	Reparado daqui a: $1.	Отремонтировано через: $1	Reparado dentro de: $1.
PP156.1Desc	Fighter squadrons waiting for repair: $1	Eskadry myśliwców oczekujące na naprawę: $1	Jagdstaffeln, die auf Reparatur warten: $1	Les escadre de chasseurs attendant la réparation : $1	等待维修的战斗机中队：$1	Esquadras de caças à espera de reparação: $1.	Эскадрильи истребителей, ожидающие ремонта: $1	Escuadras de cazas a la espera de la reparación: $1.
PP156.2	Repaired in: $1	Naprawione za: $1	Repariert für: $1	Réparé pour : $1	维修费用：$1	Reparado daqui a: $1.	Отремонтировано через: $1	Reparado dentro de: $1.
PP156.2Desc	Dive Bomber squadrons waiting for repair: $1	Eskadry bombowców oczekujące na naprawę: $1	Bomberstaffeln, die auf Reparatur warten: $1	Les escadre de bombardiers attendant la réparation : $1	等待维修的俯冲轰炸机中队：$1	Esquadras de bombardeiros à espera de reparação: $1.	Эскадрильи бомбардировщиков, ожидающие ремонта: $1	Escuadras de bombarderos a la espera de la reparación: $1.
PP156.3	Repaired in: $1	Naprawione za: $1	Repariert für: $1	Réparé pour : $1	维修费用：$1	Reparado daqui a: $1.	Отремонтировано через: $1	Reparado dentro de: $1.
PP156.3Desc	Torpedo Bomber squadrons waiting for repair: $1	Eskadry torpedowców oczekujące na naprawę: $1	Torpedostaffeln, die auf Reparatur warten: $1	Les escadre d’avions torpilleurs attendant la réparation : $1	等待维修的鱼雷轰炸机中队：$1	Esquadras de torpedeiros à espera de reparação: $1.	Эскадрильи миноносцев, ожидающие ремонта: $1	Escuadras de torpederos a la espera de la reparación: $1.
Prepare	Prepare	Przygotuj	Bereite vor	Préparez	准备	Prepare	Подготовить	Prepare
Recon	Recon	Rekonesans	Erkundung	Reconnaissance	侦察	Reconhecimento	Рекогносцировка	una misión de reconocimiento
ReconTimerDesc_2.4	Time left to reconnoiter the areas indicated by Midway.	Pozostały czas na rozpoznanie obszarów wskazanych przez Midway.	Verbliebene Zeit für die Erkundung der durch Midway angegebenen Gebiete.	Le temps restant pour la reconnaissance des zones indiquées par Midway.	侦察中途岛指示区域的剩余时间。	Tempo restante para o reconhecimento das áreas indicadas por Midway.	Оставшееся время для разведки районов, указанных Мидуэем.	tiempo restante para el reconocimiento de las áreas indicadas por Midway. 
ReconTimerTitle_2.4	Execute Midway’s order	Wykonaj rozkaz z Midway	Führe den Befehl aus Midway aus	Suivez les ordres de Midway	执行中途岛的指令	Realize uma ordem de Midway	Выполните приказ с Мидуэя	Realice la orden de Midway
Scouting	Scouting	Zwiad	Aufklärung	Reconnaissance	侦察	Reconhecimento	Разведка	Reconocimiento
SectionDebuff	Targeting section destroyed	Sekcja namierzania zniszczona	Sektion der Ziellokalisierung zerstört	Section de ciblage détruite	目标区域被摧毁	Secção de deteção destruída	Секция прицеливания уничтожена	Sección de detección destruida
SectionShutdownEvent	A section has shut down. Click to view.	Cała sekcja zniszczona! Kliknij, aby zobaczyć.	Ganze Sektion zerstört! Klicke an, um anzuschauen.	Toute la section détruite ! Cliquez pour voir.	区域发生故障！点击聚焦。	Toda a secção destruída  Faça clique para ver.	Вся секция уничтожена! Нажмите, чтобы увидеть.	¡Toda la sección destruida! Haga clic para ver.
SectionShutdownEventShort	A section has shut down!	Cała sekcja zniszczona!	Ganze Sektion zerstört!	Toute la section détruite !	区域发生故障！	Toda a secção destruída	Вся секция уничтожена!	¡Toda la sección destruida!
SegmentDamageEvent	Damage in below-deck sections was reported. Click to view.	Zgłoszono uszkodzenia w sekcjach! Kliknij, aby zobaczyć.	Es wurden Beschädigungen in den Sektionen gemeldet! Klicke an, um anzuschauen.	Des dommages signalés dans les sections ! Cliquez pour voir.	区域已损坏！点击聚焦。	Foram notificadas danificações em seções! Faça clique para ver.	Сообщается о повреждениях в секциях! Нажмите, чтобы увидеть.	¡Se ha informado sobre daños en secciones! Haga clic para ver.
SegmentDamageEventShort	Damage in sections reported!	Zgłoszono uszkodzenia w sekcjach!	Es wurden Beschädigungen in den Sektionen gemeldet!	Des dommages signalés dans les sections !	区域已损坏！	Foram notificadas danificações em seções!	Сообщается о повреждениях в секциях!	¡Se ha informado sobre daños en secciones!
SendFreeMissionDesc	Send one of your prepared missions (requiring no more than 3 squadrons) without using squadrons from your hangar.	Wyślij jedną z przygotowanych misji wymagających maksymalnie 3 eskadr. Eskadry z hangaru nie zostaną użyte.	Entsende eine der vorbereiteten Missionen, die höchstens 3 Geschwader brauchen. Die Geschwader aus dem Hangar werden nicht verwendet.	Envoyez une des missions préparées nécessitant 3 escadrons au maximum. Les escadrons de hangar ne seront pas utilisés.	下达一项准备好的任务， 最多需要 3 个中队， 并且不使用机库中的中队。	Envie uma das missões preparadas que requeiram no máximo 3 esquadrões. Os esquadrões no hangar não serão utilizados.	Отправьте одну из подготовленных миссий, требующих максимум 3 эскадрильи. Эскадрильи из ангара не будут использоваться.	Envíe una de las misiones preparadas que requieran de un máximo de 3 escuadras. Las escuradas del hangar no serán utilizadas.
SendFreeMissionTitle	Free Mission	Darmowa Misja	Kostenlose Mission	Mission gratuite	执行任务	Missão gratuita	Бесплатная Миссия	Misión gratis
SGWindowBase	Select Enemy Base	Wybierz Wrogą Bazę	Wähle den feindlichen Stützpunkt	Choisissez une Base Ennemie	选择敌人基地	Selecione uma base inimiga	Выберите Базу Врага	Seleccionar Base Enemiga
SGWindowCargo	Select Enemy Fleet	Wybierz Wrogą Flotę	Wähle die feindliche Flotte	Choisissez une Flotte Ennemie	选择敌人舰队	Selecione uma frota inimiga	Выберите Флот Врага	Seleccionar Flota Enemiga
SGWindowCooldownEscort	Select Ship	Wybierz Okręt	Wähle das Schiff	Choisissez un Navire	选择舰船	Selecione um navio	Выберите Судно	Seleccionar Buque
SGWindowDamagedEscort	Select Ship	Wybierz Okręt	Wähle das Schiff	Choisissez un Navire	选择舰船	Selecione um navio	Выберите Судно	Seleccionar Buque
SGWindowDefense	Select Defense Target	Wybierz Cel Obrony	Wähle das Verteidigungsziel	Choisissez une Cible de Défense	选择防御目标	Selecione o alvo da defesa	Выберите Цель Обороны	Seleccionar Objetivo de la Defensa
ShutdownAircraftWorkshopSectionDesc	All crew slots in the Engineering Department are blocked. Click to view.	Wszystkie stanowiska w Dziale Inżynierii są zablokowane. Kliknij, aby zobaczyć.	Alle Posten in der Ingenieurabteilung sind blockiert. Klicke an, um anzuschauen.	Tous les postes dans la Division d’Ingénierie sont bloqués Cliquez pour voir.	工程部的所有槽位都被锁定， 点击聚焦。	Todas as vagas no Departamento de engenharia estão bloqueadas. Faça clique para ver.	Все позиции в Инженерном Отделении заблокированы. Нажмите, чтобы увидеть.	Todos los espacios en el Departamento de Ingeniería están bloqueados. Haga clic para ver.
ShutdownAircraftWorkshopSectionTitle	Aircraft Workshop section shut-down	Warsztat lotniczy przestał działać.	Die Luftwerkstatt funktioniert nicht mehr.	Atelier aéronautique ne fonctionne plus.	飞机车间发生故障	A oficina aérea deixou de funcionar.	Авиационная мастерская перестала работать.	El taller aéreo dejó de funcionar.
